,Epoch,Keep Probability
0,0,0.5303265452384949
1,0,0.5579627156257629
2,0,0.5832637548446655
3,0,0.5832637548446655
4,0,0.5832637548446655
5,0,0.6065207123756409
6,0,0.6279749870300293
7,0,0.6478288769721985
8,0,0.6662538051605225
9,0,0.6662538051605225
10,0,0.6662538051605225
11,0,0.6833959817886353
12,0,0.6833959817886353
13,0,0.6993812918663025
14,0,0.6476019024848938
15,0,0.6660428643226624
16,0,0.6831995248794556
17,0,0.6991978883743286
18,0,0.6991978883743286
19,0,0.6991978883743286
20,0,0.7141472697257996
21,0,0.7281429171562195
22,0,0.7412682771682739
23,0,0.7412682771682739
24,0,0.75359708070755
25,0,0.7651945352554321
26,0,0.7761186957359314
27,0,0.7761186957359314
28,0,0.7864214777946472
29,0,0.7961493730545044
30,0,0.80534428358078
31,0,0.8140441179275513
32,0,0.822283148765564
33,0,0.8300924897193909
34,0,0.8300924897193909
35,0,0.8375006318092346
36,0,0.8445334434509277
37,0,0.8512147665023804
38,0,0.8575663566589355
39,0,0.8636083006858826
40,0,0.8693590760231018
41,0,0.8748357892036438
42,0,0.7976444959640503
43,0,0.8067583441734314
44,0,0.8153827786445618
45,0,0.8235515356063843
46,0,0.8312953114509583
47,0,0.8386421203613281
48,0,0.8456175923347473
49,0,0.8522450923919678
50,0,0.8585461974143982
51,0,0.864540696144104
52,0,0.864540696144104
53,0,0.8702468276023865
54,0,0.8756815195083618
55,0,0.8808603286743164
56,0,0.8857977986335754
57,0,0.8905073404312134
58,0,0.8950014114379883
59,0,0.8992917537689209
60,0,0.9033891558647156
61,0,0.9033891558647156
62,0,0.9073037505149841
63,0,0.9110450744628906
64,0,0.8276947736740112
65,0,0.8352254629135132
66,0,0.8423730134963989
67,0,0.8491618037223816
68,0,0.8491618037223816
69,0,0.8556142449378967
70,0,0.8617509603500366
71,0,0.8675909042358398
72,0,0.8731516003608704
73,0,0.8784492015838623
74,0,0.8834987282752991
75,0,0.8883141279220581
76,0,0.8929083347320557
77,0,0.8972933292388916
78,0,0.9014803767204285
79,0,0.9014803767204285
80,0,0.9054799675941467
81,0,0.9093018770217896
82,0,0.8262559175491333
83,0,0.833860456943512
84,0,0.8410770297050476
85,0,0.8479304909706116
86,0,0.8479304909706116
87,0,0.8479304909706116
88,0,0.8544436097145081
89,0,0.8544436097145081
90,0,0.8606373071670532
91,0,0.8665308356285095
92,0,0.87214195728302
93,0,0.7953953742980957
94,0,0.8046312928199768
95,0,0.7384478449821472
96,0,0.6815980076789856
97,0,0.6815980076789856
98,0,0.6815980076789856
99,0,0.6815980076789856
100,0,0.6977030634880066
101,0,0.712749183177948
102,0,0.726832926273346
103,0,0.726832926273346
104,0,0.7400388717651367
105,0,0.7524415254592896
106,0,0.7641068696975708
107,0,0.7750935554504395
108,0,0.7750935554504395
109,0,0.7854540944099426
110,0,0.7952355146408081
111,0,0.8044801354408264
112,0,0.8132261633872986
113,0,0.8215081691741943
114,0,0.8293576836585999
115,0,0.8293576836585999
116,0,0.8368033170700073
117,0,0.8438712358474731
118,0,0.8505854606628418
119,0,0.8505854606628418
120,0,0.8505854606628418
121,0,0.8505854606628418
122,0,0.8569679260253906
123,0,0.8630388975143433
124,0,0.8688169717788696
125,0,0.8743194341659546
126,0,0.8795621395111084
127,0,0.8845598697662354
128,0,0.8893263339996338
129,0,0.8938742876052856
130,0,0.8982155323028564
131,0,0.9023611545562744
132,0,0.9063214659690857
133,0,0.9101061224937439
134,0,0.9137241840362549
135,0,0.9171841144561768
136,0,0.9204937815666199
137,0,0.9236606955528259
138,0,0.9266918301582336
139,0,0.9295938014984131
140,0,0.8429542779922485
141,0,0.8497141003608704
142,0,0.8561393618583679
143,0,0.862250566482544
144,0,0.8680664896965027
145,0,0.7919892072677612
146,0,0.8014109134674072
147,0,0.8103215098381042
148,0,0.8187568187713623
149,0,0.8267492651939392
150,0,0.8343284726142883
151,0,0.8415213823318481
152,0,0.8483526706695557
153,0,0.8548449873924255
154,0,0.8548449873924255
155,0,0.8610191345214844
156,0,0.8668943047523499
157,0,0.8724881410598755
158,0,0.8724881410598755
159,0,0.8778169751167297
160,0,0.8828960061073303
161,0,0.8877392411231995
162,0,0.892359733581543
163,0,0.896769642829895
164,0,0.896769642829895
165,0,0.9009802341461182
166,0,0.9050021171569824
167,0,0.9088451862335205
168,0,0.9125186204910278
169,0,0.9160311222076416
170,0,0.9193907380104065
171,0,0.9226051568984985
172,0,0.925681471824646
173,0,0.9286264181137085
174,0,0.931446373462677
175,0,0.8444731831550598
176,0,0.8444731831550598
177,0,0.8511574864387512
178,0,0.8511574864387512
179,0,0.8575118780136108
180,0,0.863556444644928
181,0,0.8693097233772278
182,0,0.8747888207435608
183,0,0.8747888207435608
184,0,0.8747888207435608
185,0,0.8800094723701477
186,0,0.884986400604248
187,0,0.8897332549095154
188,0,0.8100491762161255
189,0,0.8100491762161255
190,0,0.8100491762161255
191,0,0.8184988498687744
192,0,0.8265047669410706
193,0,0.8340964913368225
194,0,0.7634378671646118
195,0,0.7744631171226501
196,0,0.7848592400550842
197,0,0.7848592400550842
198,0,0.7946736216545105
199,0,0.8039488196372986
200,0,0.8127232789993286
201,0,0.7453311085700989
202,0,0.7453311085700989
203,0,0.7574170827865601
204,0,0.7687911987304688
205,0,0.7687911987304688
206,0,0.779509425163269
207,0,0.7896218299865723
208,0,0.7896218299865723
209,0,0.7991733551025391
210,0,0.7991733551025391
211,0,0.8082045316696167
212,0,0.816752016544342
213,0,0.8248490691184998
214,0,0.8325259685516357
215,0,0.8325259685516357
216,0,0.8398102521896362
217,0,0.7682599425315857
218,0,0.7790085077285767
219,0,0.7891489267349243
220,0,0.7987264394760132
221,0,0.8077817559242249
222,0,0.8163517117500305
223,0,0.8163517117500305
224,0,0.8244697451591492
225,0,0.8321661949157715
226,0,0.8394687175750732
227,0,0.8394687175750732
228,0,0.8464027047157288
229,0,0.7738137245178223
230,0,0.784246563911438
231,0,0.784246563911438
232,0,0.7940949201583862
233,0,0.8034016489982605
234,0,0.8122053742408752
235,0,0.8205411434173584
236,0,0.7519667148590088
237,0,0.7519667148590088
238,0,0.7636599540710449
239,0,0.7746723890304565
240,0,0.7746723890304565
241,0,0.7746723890304565
242,0,0.7850567102432251
243,0,0.7850567102432251
244,0,0.7948601245880127
245,0,0.8041251301765442
246,0,0.8128901124000549
247,0,0.821189820766449
248,0,0.8290558457374573
249,0,0.8365169167518616
250,0,0.8365169167518616
251,0,0.843599259853363
252,0,0.8503270149230957
253,0,0.8567221760749817
254,0,0.8567221760749817
255,0,0.782486081123352
256,0,0.7924323081970215
257,0,0.8018297553062439
258,0,0.8107178211212158
259,0,0.8191321492195129
260,0,0.8271050453186035
261,0,0.8271050453186035
262,0,0.8346659541130066
263,0,0.8346659541130066
264,0,0.8418417572975159
265,0,0.7699725031852722
266,0,0.7699725031852722
267,0,0.7699725031852722
268,0,0.7699725031852722
269,0,0.7806233763694763
270,0,0.7906734943389893
271,0,0.8001672625541687
272,0,0.8091448545455933
273,0,0.8176424503326416
274,0,0.8256930112838745
275,0,0.8333264589309692
276,0,0.8405700922012329
