,Epoch,Mean Train Loss,Mean Test Loss,Test Acc(%),Time Per Epoch(s)
0,1,2.2984721462143907,2.294652987749149,14.099999999999998,30.59002375602722
1,2,2.2911482401820358,2.287056653927534,19.86,30.438623666763306
2,3,2.283350828744813,2.2779158659470387,25.929999999999996,29.870980501174927
3,4,2.2733769607645726,2.267669644111242,28.68,30.805335998535156
4,5,2.260737234398548,2.2509688994823356,33.58,30.085054636001587
5,6,2.2417097112030713,2.2282292674749327,34.870000000000005,29.537036180496216
6,7,2.211170175159499,2.1892274159651537,37.68,28.95585608482361
7,8,2.1618677419684866,2.1258875215664887,40.150000000000006,29.20671820640564
8,9,2.079404368599044,2.026883753446432,43.419999999999995,29.22433042526245
9,10,1.9615804487511341,1.8831027356477885,48.76,29.532748460769653
10,11,1.7834476774504753,1.6692693875386164,52.629999999999995,28.815120220184326
11,12,1.5749010150435132,1.4617526905658917,55.65,28.58474326133728
12,13,1.3804072500420228,1.306088428466748,57.08,29.05694580078125
13,14,1.2465466549073365,1.2201016805110834,58.309999999999995,30.41328263282776
14,15,1.1564243654049575,1.1231377033086924,61.529999999999994,32.82781910896301
15,16,1.0969647799510203,1.0762927058415535,62.23,32.403390407562256
16,17,1.0473498782200645,1.01364677074628,65.03999999999999,31.953452825546265
17,18,1.0105278557494457,0.9973890361113426,66.28,32.25910258293152
18,19,0.9721605473037972,0.9723540724087985,67.2,31.290977001190186
19,20,0.9497231371947261,0.9449923586768981,68.11,31.21862292289734
20,21,0.9199473171503847,0.8908352635991879,70.5,31.3101327419281
21,22,0.893247709107628,0.879576618090654,70.48,31.29650592803955
22,23,0.8711295888988796,0.8516070661254418,71.55,31.597609996795654
23,24,0.8496985175948005,0.8476758007055674,71.89,31.266107320785522
24,25,0.8303428983739244,0.8295043563613524,72.44,32.91631317138672
25,26,0.8082956918848235,0.8126952852576207,73.49,31.594764709472656
26,27,0.796846825037084,0.7834755743925388,74.64,31.4669132232666
27,28,0.7808986645243593,0.7842912641473305,73.83999999999999,31.342583656311035
28,29,0.7655748919272753,0.7703107351867052,74.92999999999999,32.10088300704956
29,30,0.7560261631406359,0.7738185849709388,75.14999999999999,31.281599760055542
30,31,0.7395776205536141,0.75026543218738,75.82,31.47887086868286
31,32,0.7351485399197362,0.7139192638106835,77.3,32.355283975601196
32,33,0.7186513844332801,0.7193659338622521,76.66,30.336106538772583
33,34,0.7069244722864544,0.7128657637498318,77.22,28.150493383407593
34,35,0.7016566120159664,0.689408707122008,77.86,28.411277532577515
35,36,0.6876663479759192,0.6861291702550191,77.88000000000001,28.646125316619873
36,37,0.682139503710934,0.697469949340209,77.46,28.64107847213745
37,38,0.6724387633285248,0.6853310809685633,78.22,28.601743936538696
38,39,0.670883155110806,0.6789636978736291,78.38000000000001,28.62575650215149
39,40,0.6498765020194913,0.6652118927584245,78.62,28.529831647872925
40,41,0.6522804003610427,0.6576313014404896,78.86,28.575225830078125
41,42,0.6430992491249087,0.6474376422090408,79.42,28.56968331336975
42,43,0.638442056378789,0.6184156223749503,80.78,28.6538987159729
43,44,0.6328163189910901,0.6438207359841237,79.80000000000001,29.11191153526306
44,45,0.6237738756035537,0.622926317107601,80.54,30.45485544204712
45,46,0.6202916301778948,0.6261728117481257,80.85,28.66368865966797
46,47,0.6139341035307153,0.6261492029596598,80.72,29.757873058319092
47,48,0.6114613994113155,0.6162334031019455,80.9,28.550674200057983
48,49,0.6050092681781205,0.6017557811469604,81.41000000000001,28.555561542510986
49,50,0.5993574668624485,0.6010371162914313,81.39,28.74857234954834
50,51,0.5909208339681747,0.6071218783274676,81.44,28.115426540374756
51,52,0.5844311319776635,0.594003565943776,81.57,28.152381658554077
52,53,0.5833044949692366,0.5752231624359504,82.37,28.034102201461792
53,54,0.5842205053364328,0.5837243862259083,82.31,27.956788778305054
54,55,0.570689512339193,0.6042789946763943,81.31,27.928233861923218
55,56,0.5779856498747777,0.5598921889009384,82.82000000000001,27.993324995040894
56,57,0.5618352980503023,0.5738617096764919,81.69999999999999,31.598477840423584
57,58,0.5671423299271879,0.5650142759848864,82.63000000000001,28.906895399093628
58,59,0.552359573487411,0.541643070248075,82.77,28.281537294387817
59,60,0.5589113752322874,0.5428655308504136,83.35000000000001,28.09175133705139
60,61,0.5505881182125818,0.5441866846611867,83.46000000000001,28.008941411972046
61,62,0.5471109709560299,0.5632741834777288,82.56,27.965983867645264
62,63,0.5447976239574248,0.5529106474266603,83.63000000000001,28.39220380783081
63,64,0.5413557921984534,0.5293654840057477,84.38,27.992831230163574
64,65,0.5394365514291644,0.5233117697808223,84.08,27.945425987243652
65,66,0.5268886342422049,0.5508645113366537,82.8,28.64771270751953
66,67,0.5317947991597869,0.5442833974957466,83.49,32.77004814147949
67,68,0.528001736487752,0.530555650114249,84.04,29.171500205993652
68,69,0.5258130115261073,0.5364398060318751,83.53,30.568407773971558
69,70,0.5266254704004291,0.5243656157683103,83.66,29.270367860794067
70,71,0.5184249692022991,0.5383354552472249,84.04,30.17896556854248
71,72,0.5206518639256759,0.49578714857880885,84.42,29.17196559906006
72,73,0.5147181853270327,0.5209709766965646,84.2,29.818294048309326
73,74,0.5144835398825662,0.5541190270047921,83.48,29.772480487823486
74,75,0.5128312668223391,0.522934990720107,84.41,29.401174783706665
75,76,0.5112464905755243,0.5142997576353642,84.76,29.4299156665802
76,77,0.5028645516857266,0.5240515196839204,84.25,29.403591632843018
77,78,0.5009717676100761,0.5096315294981767,84.86,29.30182719230652
78,79,0.4995035210757525,0.5098333827291543,84.89999999999999,29.2597918510437
79,80,0.5023547114134471,0.501011821656273,84.81,29.224627017974854
80,81,0.5006635273501611,0.515136459746804,84.34,29.31149673461914
81,82,0.4949074511355626,0.49771419310799014,85.11,29.243362426757812
82,83,0.4945127745511819,0.47213172029035216,85.52,29.23666286468506
83,84,0.4942210649747477,0.49956434855285364,85.02,29.54203152656555
84,85,0.4860717464663812,0.5002520477924591,84.95,29.33867311477661
85,86,0.4912983011951314,0.4791648580382268,85.72999999999999,29.238422393798828
86,87,0.48430613095980446,0.4780648206480039,85.91,29.36596941947937
87,88,0.4837410684392699,0.49058133502228135,85.02,29.20097017288208
88,89,0.4806711970885128,0.4908279317120711,85.50999999999999,29.29152274131775
89,90,0.47792917671300306,0.4933131119857232,85.26,29.25096344947815
90,91,0.4758109029068382,0.5002732115964859,85.59,29.496100187301636
91,92,0.4780423410133466,0.4895907476162299,85.47,29.73494553565979
92,93,0.475152978409189,0.47745533151408803,85.61,30.40668559074402
93,94,0.4720192153161847,0.4721096694373932,85.82,30.479575872421265
94,95,0.47070642070906393,0.4781383830003249,85.96000000000001,29.65276551246643
95,96,0.46378330076898555,0.4873229074888887,85.16,29.962133646011353
96,97,0.46701815920775575,0.4626842594633882,86.28,29.909024715423584
97,98,0.46777690759399787,0.4651504360521451,86.44,33.50144863128662
98,99,0.4642926447705754,0.47978968813251227,85.24000000000001,28.033095359802246
99,100,0.46222874618422644,0.46378169213541043,86.07000000000001,27.84412980079651
