,Run,Epoch,Keep Probability
0,0,0,0.515163242816925
1,0,0,0.515163242816925
2,0,0,0.515163242816925
3,0,0,0.515163242816925
4,0,0,0.5296453833580017
5,0,0,0.5296453833580017
6,0,0,0.5296453833580017
7,0,0,0.5434929728507996
8,0,0,0.5567480325698853
9,0,0,0.5694487690925598
10,0,0,0.5816298723220825
11,0,0,0.5933230519294739
12,0,0,0.5933230519294739
13,0,0,0.5933230519294739
14,0,0,0.6045572757720947
15,0,0,0.6045572757720947
16,0,0,0.6153591275215149
17,0,0,0.6153591275215149
18,0,0,0.6153591275215149
19,0,0,0.6257530450820923
20,0,0,0.6257530450820923
21,0,0,0.6042332053184509
22,0,0,0.6150473952293396
23,0,0,0.6254529356956482
24,0,0,0.6354724168777466
25,0,0,0.6451266407966614
26,0,0,0.6544349193572998
27,0,0,0.6634150743484497
28,0,0,0.6720836162567139
29,0,0,0.6478743553161621
30,0,0,0.6478743553161621
31,0,0,0.6570851802825928
32,0,0,0.6659728288650513
33,0,0,0.6421298384666443
34,0,0,0.6515448689460754
35,0,0,0.6515448689460754
36,0,0,0.6515448689460754
37,0,0,0.6606262922286987
38,0,0,0.6606262922286987
39,0,0,0.6693910956382751
40,0,0,0.6778550148010254
41,0,0,0.6778550148010254
42,0,0,0.686032772064209
43,0,0,0.686032772064209
44,0,0,0.686032772064209
45,0,0,0.6939380168914795
46,0,0,0.7015835046768188
47,0,0,0.7015835046768188
48,0,0,0.7015835046768188
49,0,0,0.7089812159538269
50,0,0,0.7161424160003662
51,0,0,0.7230775356292725
52,0,0,0.7297964692115784
53,0,0,0.7363084554672241
54,0,0,0.7363084554672241
55,0,0,0.7426222562789917
56,0,0,0.713917076587677
57,0,0,0.7209221124649048
58,0,0,0.7277079224586487
59,0,0,0.734283983707428
60,0,0,0.7406591773033142
61,0,0,0.7468418478965759
62,0,0,0.7528399229049683
63,0,0,0.7586608529090881
64,0,0,0.7288615703582764
65,0,0,0.7354022264480591
66,0,0,0.7417435050010681
67,0,0,0.7478936910629272
68,0,0,0.7478936910629272
69,0,0,0.753860592842102
70,0,0,0.7596516013145447
71,0,0,0.7652736902236938
72,0,0,0.7707334756851196
73,0,0,0.7760372757911682
74,0,0,0.7811909317970276
75,0,0,0.7862001061439514
76,0,0,0.7910701632499695
77,0,0,0.7958061695098877
78,0,0,0.7633649706840515
79,0,0,0.7688797116279602
80,0,0,0.7688797116279602
81,0,0,0.7742363214492798
82,0,0,0.7433478832244873
83,0,0,0.7494500279426575
84,0,0,0.7494500279426575
85,0,0,0.7553708553314209
86,0,0,0.7553708553314209
87,0,0,0.7611176371574402
88,0,0,0.7666972875595093
89,0,0,0.7721162438392639
90,0,0,0.7773807644844055
91,0,0,0.7824966311454773
92,0,0,0.7824966311454773
93,0,0,0.7874694466590881
94,0,0,0.7923044562339783
95,0,0,0.7923044562339783
96,0,0,0.7970066666603088
97,0,0,0.8015809059143066
98,0,0,0.8060316443443298
99,0,0,0.810363233089447
100,0,0,0.8145797848701477
101,0,0,0.8186852335929871
102,0,0,0.784538984298706
103,0,0,0.7894550561904907
104,0,0,0.7942354083061218
105,0,0,0.798884928226471
106,0,0,0.8034083247184753
107,0,0,0.8078100085258484
108,0,0,0.8120942711830139
109,0,0,0.7784454226493835
110,0,0,0.7835314273834229
111,0,0,0.7884754538536072
112,0,0,0.7565678358078003
113,0,0,0.7622796297073364
114,0,0,0.7678256630897522
115,0,0,0.7732123732566833
116,0,0,0.778445839881897
117,0,0,0.778445839881897
118,0,0,0.7835318446159363
119,0,0,0.7519806623458862
120,0,0,0.7578268647193909
121,0,0,0.7635020017623901
122,0,0,0.7690127491950989
123,0,0,0.7743655443191528
124,0,0,0.7743655443191528
125,0,0,0.7743655443191528
126,0,0,0.7743655443191528
127,0,0,0.7743655443191528
128,0,0,0.7743655443191528
129,0,0,0.7795663475990295
130,0,0,0.7846209406852722
131,0,0,0.7895347476005554
132,0,0,0.7895347476005554
133,0,0,0.7895347476005554
134,0,0,0.7943128943443298
135,0,0,0.7989603281021118
136,0,0,0.8034816980361938
137,0,0,0.8078814148902893
138,0,0,0.812163770198822
139,0,0,0.8163327574729919
140,0,0,0.8203922510147095
141,0,0,0.8243459463119507
142,0,0,0.789768397808075
143,0,0,0.789768397808075
144,0,0,0.7945401072502136
145,0,0,0.799181342124939
146,0,0,0.8036966919898987
147,0,0,0.7706742882728577
148,0,0,0.7706742882728577
149,0,0,0.77597975730896
150,0,0,0.781135082244873
151,0,0,0.7861458659172058
152,0,0,0.7910174131393433
153,0,0,0.7589254379272461
154,0,0,0.7645686268806458
155,0,0,0.7700486779212952
156,0,0,0.7753719687461853
157,0,0,0.7805444002151489
158,0,0,0.7855716347694397
159,0,0,0.7904590964317322
160,0,0,0.7904590964317322
161,0,0,0.7904590964317322
162,0,0,0.7952118515968323
163,0,0,0.7998347878456116
164,0,0,0.8043325543403625
165,0,0,0.8043325543403625
166,0,0,0.8087095022201538
167,0,0,0.8129698634147644
168,0,0,0.8171176314353943
169,0,0,0.8211566209793091
170,0,0,0.8250904679298401
171,0,0,0.828922688961029
172,0,0,0.8326566219329834
173,0,0,0.8362954258918762
174,0,0,0.8398422002792358
175,0,0,0.8432998657226562
176,0,0,0.8466711640357971
177,0,0,0.8499588370323181
178,0,0,0.8499588370323181
179,0,0,0.8499588370323181
180,0,0,0.8531654477119446
181,0,0,0.8531654477119446
182,0,0,0.8562934994697571
183,0,0,0.8562934994697571
184,0,0,0.8593453764915466
185,0,0,0.8623232841491699
186,0,0,0.8652294874191284
187,0,0,0.868066132068634
188,0,0,0.8300275206565857
189,0,0,0.8337332606315613
190,0,0,0.837344765663147
191,0,0,0.8408650755882263
192,0,0,0.8408650755882263
193,0,0,0.8442971110343933
194,0,0,0.8476436138153076
195,0,0,0.8509072661399841
196,0,0,0.8540905714035034
197,0,0,0.8540905714035034
198,0,0,0.817183792591095
199,0,0,0.8212210536003113
200,0,0,0.8212210536003113
201,0,0,0.8251532316207886
202,0,0,0.7905138731002808
203,0,0,0.7952651381492615
204,0,0,0.7952651381492615
205,0,0,0.7952651381492615
206,0,0,0.7998866438865662
207,0,0,0.8043829798698425
208,0,0,0.808758556842804
209,0,0,0.8130176067352295
210,0,0,0.7792993783950806
211,0,0,0.7843614220619202
212,0,0,0.7892824411392212
213,0,0,0.7573164105415344
214,0,0,0.7630063891410828
215,0,0,0.7685314416885376
216,0,0,0.7738979458808899
217,0,0,0.7430334687232971
218,0,0,0.7491450309753418
219,0,0,0.7550748586654663
220,0,0,0.760830283164978
221,0,0,0.7664182186126709
222,0,0,0.7664182186126709
223,0,0,0.7718452215194702
224,0,0,0.7771174311637878
225,0,0,0.7822406888008118
226,0,0,0.7872205972671509
227,0,0,0.7920624613761902
228,0,0,0.7967712879180908
229,0,0,0.8013519048690796
230,0,0,0.8013519048690796
231,0,0,0.8058087825775146
232,0,0,0.8101462721824646
233,0,0,0.8143685460090637
