,Epoch,Mean Train Loss,Mean Test Loss,Test Acc(%),Time Per Epoch(s)
0,1,2.2721687812032476,2.234697510482399,64.37,10.15005898475647
1,2,2.1736464490260143,2.080325371140887,66.46,9.976675510406494
2,3,1.9073374099822948,1.658821294262151,70.28,10.182519435882568
3,4,1.3870923274488591,1.110322209300509,76.91,10.078640699386597
4,5,0.9543453998911355,0.7981185491677303,81.66,9.861775875091553
5,6,0.7293472296393502,0.6379501827203544,83.86,9.487773656845093
6,7,0.6083272816275737,0.5471130685441813,85.8,9.350431680679321
7,8,0.5348433654572664,0.48867593620233474,87.01,9.97536826133728
8,9,0.4863084144493156,0.45026305355843466,87.92999999999999,9.922200202941895
9,10,0.4514146489279865,0.41948994386727645,88.56,9.88831090927124
10,11,0.42557805975172314,0.39809349805686123,88.94,10.0301992893219
11,12,0.40556946730435783,0.3794393830808105,89.36,11.704671621322632
12,13,0.389497963572616,0.3660858822096685,89.61,11.531604528427124
13,14,0.3761211043672521,0.35474090648304885,89.91,12.599253416061401
14,15,0.3653340013201303,0.3448503706485603,90.05,10.697484254837036
15,16,0.3553273502761113,0.33631226467858455,90.31,10.325439214706421
16,17,0.34703293540425645,0.33216026947376837,90.49000000000001,10.10186243057251
17,18,0.3393845140838674,0.32231081870331124,90.69,10.097806453704834
18,19,0.3326441827518091,0.31572884923903044,90.92,10.074752569198608
19,20,0.32596864924629104,0.31253919769434413,91.08000000000001,9.95904016494751
20,21,0.32017469678574534,0.3048451296083487,91.28,9.864849090576172
21,22,0.314633637777905,0.29922310571382,91.43,9.985216856002808
22,23,0.30943506427093354,0.29528515510688164,91.53999999999999,10.075319051742554
23,24,0.3044793060990666,0.29039690572365073,91.53999999999999,10.062244892120361
24,25,0.3001389107120825,0.2857762288990294,91.67,10.08586859703064
25,26,0.2955580146979294,0.2826032549332661,91.78,10.166935920715332
26,27,0.291052046996444,0.281193018434154,92.08,11.135289669036865
27,28,0.28722860969142366,0.276385918686724,92.13,11.183736085891724
28,29,0.28319867134793225,0.27148492145500364,92.2,10.853582859039307
29,30,0.2792959628996056,0.26839364590538534,92.32000000000001,9.651895999908447
30,31,0.2754127908863429,0.26499904046772393,92.45,11.262110233306885
31,32,0.2717264461746094,0.2614430143575,92.58999999999999,11.559508323669434
32,33,0.26824731479035513,0.2580879913156579,92.57,10.3312087059021
33,34,0.26480068596028317,0.25752862998444565,92.73,10.016207218170166
34,35,0.2612328713557232,0.2538258935900251,92.83,10.432074546813965
35,36,0.2579976466935136,0.250125686786357,92.9,10.384687662124634
36,37,0.254779016424312,0.24687484367068407,93.01,10.341280460357666
37,38,0.2513329456808534,0.244348381972237,93.12,10.329698085784912
38,39,0.2481798290896581,0.2432148824594203,93.12,10.665042877197266
39,40,0.2451885095013103,0.23730839591971628,93.26,11.147533178329468
40,41,0.2419749856281128,0.23545260634866488,93.27,10.523236989974976
41,42,0.2390666614566594,0.23282352977307738,93.49,10.358123779296875
42,43,0.23612128343107477,0.22904806133288486,93.52000000000001,10.25333023071289
43,44,0.23328740992493976,0.22748950968502432,93.61,10.279508352279663
44,45,0.23017204181551298,0.22518599481814228,93.66,10.30075216293335
45,46,0.22747589664847484,0.22540421428004648,93.63,10.32837724685669
46,47,0.22466983423749012,0.21948498658313872,93.75,10.95879077911377
47,48,0.22200955319077348,0.21915685081747688,93.78,10.706113338470459
48,49,0.21908893738029353,0.2146991321425529,93.86,10.38401985168457
49,50,0.21661366133499882,0.2123566218147612,93.89,10.381120920181274
50,51,0.2138034878000776,0.20964765399219884,93.89,10.295642375946045
51,52,0.21132502639725773,0.2064455157727193,94.01,10.355506658554077
52,53,0.2088112417679987,0.20474416437517307,94.06,10.370759010314941
53,54,0.20629863704302545,0.2018508710868799,94.08999999999999,10.430100917816162
54,55,0.20383823872692802,0.2006711814861009,94.15,10.338456630706787
55,56,0.2014978480364468,0.19924297931182916,94.25,10.350869178771973
56,57,0.1989786687062811,0.19958950916103496,94.16,10.338825464248657
57,58,0.1968968981888884,0.19430686554806248,94.28999999999999,10.32497525215149
58,59,0.1945717609060535,0.1947089875959287,94.36,10.289208173751831
59,60,0.19229421507257388,0.19156771485403085,94.48,10.303265810012817
60,61,0.18987749944498608,0.1869981713640462,94.59,10.309304475784302
61,62,0.18781344289543914,0.18660720796057373,94.54,10.32456636428833
62,63,0.18557366345133355,0.1842158852726411,94.59,10.394858121871948
63,64,0.18339554418219942,0.1825170977764828,94.64,10.519230842590332
64,65,0.181789551788111,0.17998169407628145,94.72,10.438622951507568
65,66,0.17969183711958592,0.1785824469225422,94.69999999999999,10.592113256454468
66,67,0.177430190483549,0.1774029531961034,94.86,10.249642372131348
67,68,0.1755587071863446,0.17698939547986742,94.93,10.158077478408813
68,69,0.17359319059595243,0.1746437734194622,94.85,10.202628374099731
69,70,0.1718211055778936,0.17121796082159516,94.91000000000001,10.203604221343994
70,71,0.170006009483976,0.1694021246568033,94.97,10.227083921432495
71,72,0.16801776485577194,0.16950848190837606,95.03,10.095470190048218
72,73,0.16616532511747023,0.16588329557020953,94.98,10.141856670379639
73,74,0.1644086126746463,0.1645627916808341,95.06,10.167985916137695
74,75,0.16285230482080534,0.16356260758961083,95.1,10.108720302581787
75,76,0.1609984707198481,0.16299165628708093,95.19,10.1003737449646
76,77,0.1594078104450568,0.16126990918615822,95.17999999999999,10.109089612960815
77,78,0.1574702555023785,0.16124151540315076,95.19999999999999,10.155633211135864
78,79,0.15612509467803848,0.15760007083036337,95.15,10.137747287750244
79,80,0.1541877966056437,0.15549788885055835,95.28999999999999,10.114165544509888
80,81,0.15284464481090115,0.15579263072247337,95.34,10.129524230957031
81,82,0.15122975508319036,0.15326705442112723,95.30999999999999,10.124157667160034
82,83,0.14966187428142916,0.15222125751957014,95.39,10.110186576843262
83,84,0.14834959380852897,0.15062092384620077,95.47,10.14401388168335
84,85,0.1466941878354467,0.15017211370787042,95.46,10.0962975025177
85,86,0.14541333169142193,0.14900939415689488,95.54,10.06851863861084
86,87,0.14373357709386012,0.1468953151184662,95.58,10.056463241577148
87,88,0.14230989355609805,0.145914850744662,95.61,10.08256196975708
88,89,0.1410852558473979,0.14562039022707635,95.61,10.052043914794922
89,90,0.13977958892446274,0.14376529409389965,95.71,10.056715965270996
90,91,0.13818949738394287,0.14247132233895693,95.73,10.05787467956543
91,92,0.13679131622841237,0.141038662243848,95.75,10.025362253189087
92,93,0.13546796467329966,0.14041277182519815,95.83,10.044166564941406
93,94,0.134492937892453,0.13894549976132667,95.94,10.083628416061401
94,95,0.133087139572702,0.1381894111467205,95.85000000000001,10.076125383377075
95,96,0.13167803977796835,0.13809465326273898,95.96000000000001,10.056004762649536
96,97,0.1304605040035999,0.13580294134937654,95.95,10.094125032424927
97,98,0.12919946097488852,0.13498827345242168,96.07,10.058212518692017
98,99,0.12795236952968245,0.1354986642054312,96.13000000000001,10.098589658737183
99,100,0.12660317714296299,0.13247276179397563,96.12,10.07276964187622
100,101,0.12559835630844332,0.13168618919410904,96.14,10.084068059921265
101,102,0.12443282913917036,0.1306085074023836,96.12,10.077736377716064
102,103,0.1233163952096693,0.12993716268212932,96.17,10.062389135360718
103,104,0.12212115862786072,0.1307392318964384,96.16,10.088648080825806
104,105,0.12120382052494773,0.12806990092537204,96.17999999999999,10.062443256378174
105,106,0.11993321268630625,0.1266085702546273,96.21,10.057732582092285
106,107,0.11894633856885978,0.12645348498396053,96.23,10.098605394363403
107,108,0.11781158961697237,0.1262888548670301,96.24000000000001,10.067804098129272
108,109,0.11672403155538097,0.12546319151475172,96.33,10.0992591381073
109,110,0.11570644271629515,0.12327507554678022,96.27,10.038978099822998
110,111,0.11469293907006729,0.1221167489791372,96.36,10.054120302200317
111,112,0.11349809244235377,0.12280618790893039,96.43,10.054717540740967
112,113,0.11289607306747738,0.12099494471861298,96.39999999999999,10.061015367507935
113,114,0.1116198335112984,0.12029272239584073,96.41999999999999,10.12684440612793
114,115,0.1107726847725128,0.11904041670784829,96.39999999999999,10.121691703796387
115,116,0.10955031653012294,0.11883156032414194,96.45,10.079915046691895
116,117,0.1086538898994896,0.11797511608452554,96.44,10.087382793426514
117,118,0.1078066712588882,0.11821220308589707,96.41,10.051984071731567
118,119,0.10673249053703283,0.11644084981767236,96.44,10.059410810470581
119,120,0.10578899192554292,0.11525234462586557,96.5,10.098448038101196
120,121,0.10471503343234566,0.11591837288230468,96.5,10.099126100540161
121,122,0.10383723215507801,0.11516379142049582,96.52,10.079867839813232
122,123,0.10316147189984508,0.11415935374772662,96.5,10.039700031280518
123,124,0.10216568385971699,0.11307026216297582,96.53,10.05414342880249
124,125,0.10127916707119136,0.11229538800681282,96.54,10.081445217132568
125,126,0.10054136288147777,0.11406883403991058,96.61,10.087162733078003
126,127,0.0997150367282744,0.1109831162200422,96.61999999999999,10.016708850860596
127,128,0.09869764000475248,0.11078442594594066,96.72,10.073147058486938
128,129,0.09794818966198704,0.10974736180109014,96.64,10.114954948425293
129,130,0.09727135006147725,0.10968760519057133,96.63000000000001,10.096887826919556
130,131,0.09633486234604804,0.10917864798028377,96.67999999999999,10.014779329299927
131,132,0.095420051322404,0.10768250800716649,96.69,10.097670555114746
132,133,0.09456356956081381,0.10882518204391763,96.73,10.136174440383911
133,134,0.09383654015968794,0.10687951440478016,96.67,10.055488109588623
134,135,0.09317708669651324,0.10669685183626831,96.73,10.06047773361206
135,136,0.09233156486011262,0.10547548633329808,96.75,10.066681146621704
136,137,0.09157303193790604,0.10547932877448524,96.78999999999999,10.03866696357727
137,138,0.09073199312399223,0.10520875394629066,96.8,10.086719751358032
138,139,0.09035999690696819,0.10495580435036474,96.83,10.105247735977173
139,140,0.08948176241477829,0.10321515391634148,96.8,10.06740689277649
140,141,0.08856637080980422,0.10349494079424507,96.82,10.04954195022583
141,142,0.08793762962776683,0.10339468793504557,96.86,10.061253547668457
142,143,0.08720762156414738,0.10151926121395674,96.81,9.993335008621216
143,144,0.08650612138382503,0.10112570428473365,96.89999999999999,10.048368215560913
144,145,0.08592284259610752,0.10223221571249946,96.86,10.058272361755371
145,146,0.08529673519033963,0.10066793320380199,96.87,10.050304412841797
146,147,0.08449565654477553,0.09940287525985081,96.92,10.070664644241333
147,148,0.08390138822911518,0.09936653412759873,96.97,10.112670660018921
148,149,0.08320695582602515,0.09850329202214245,97.00999999999999,10.049834966659546
149,150,0.08254453443737426,0.09802523123658007,96.95,10.057852029800415
150,1,2.2722241881051297,2.234914595913735,62.49,10.040380001068115
151,2,2.1739206654684886,2.0806569992357,62.88,10.051091432571411
152,3,1.9104890871658,1.6666706200617893,66.61,10.06587266921997
153,4,1.3956070405079612,1.114578707962279,77.24,10.08769178390503
154,5,0.9553554907028101,0.7947269287079003,81.39,10.06480097770691
155,6,0.7254788509246383,0.6327166549719063,84.21,10.099630355834961
156,7,0.6035720481038856,0.5424793020934816,85.87,10.071467399597168
157,8,0.5308519725415752,0.4874947036907172,87.03,10.058186292648315
158,9,0.48282399139742355,0.4457739427401002,87.87,10.057727813720703
159,10,0.4489174221020772,0.41838775546687423,88.62,10.082043409347534
160,11,0.4234800605313864,0.39603299016405824,88.97,10.055470705032349
161,12,0.40385144834579434,0.37774995918486526,89.42,10.059767484664917
162,13,0.3880615905086115,0.36545866186831405,89.67,10.065334558486938
163,14,0.3748966727588477,0.35431111390423625,89.79,10.09787368774414
164,15,0.36394310679072256,0.3455871775936169,90.01,10.094254970550537
165,16,0.35434425198065955,0.3369818425672069,90.28,10.05592656135559
166,17,0.3459922218325931,0.3276522017208634,90.60000000000001,10.067448854446411
167,18,0.3384662255771887,0.3199480467351379,90.71000000000001,10.11756157875061
168,19,0.33143660770073885,0.32061664750621577,90.93,10.557745695114136
169,20,0.32521037415051257,0.3100565709410959,90.94,10.692824840545654
170,21,0.31926205985422834,0.3061746562931948,91.14,10.64926266670227
171,22,0.3136883463178362,0.3000096494130268,91.28,10.418294668197632
172,23,0.3084003196628109,0.29528680723753703,91.49000000000001,10.254640102386475
173,24,0.3036312099887745,0.2932925626255904,91.57,10.095272779464722
174,25,0.2988544871478574,0.2856573510416754,91.71000000000001,9.969062328338623
175,26,0.29432114892041505,0.28239581724450846,91.83,10.086055040359497
176,27,0.290028305291367,0.2788316429515553,91.85,10.072137594223022
177,28,0.28588823146466763,0.2745790246660542,92.02,10.105211734771729
178,29,0.2818525029795129,0.27518923580646515,92.17999999999999,10.018526315689087
179,30,0.2778060813543639,0.2691973723518621,92.31,10.00980806350708
180,31,0.2742869393435368,0.2636640602900724,92.36,10.040854215621948
181,32,0.2703827139037822,0.26005363056234493,92.45,10.071918487548828
182,33,0.2668559100153223,0.259066444008973,92.60000000000001,10.063796520233154
183,34,0.2632768531836299,0.25410211883532774,92.78,10.048768997192383
184,35,0.2597646900315656,0.2513338152295465,92.92,10.12315821647644
185,36,0.25629285207069885,0.24795656516009076,92.91,10.101900100708008
