,Epoch,Mean Train Loss,Mean Test Loss,Test Acc(%),Time Per Epoch(s)
0,1,2.2733609470477236,2.2362997926724186,67.62,11.542980670928955
1,2,2.1750626808036366,2.0817127713731898,67.86999999999999,11.57810926437378
2,3,1.9069251109287937,1.657127955157286,70.08,11.526653051376343
3,4,1.3814602363338349,1.1008385104738223,77.12,11.59894585609436
4,5,0.9465630704533062,0.7925385851768931,81.21000000000001,11.658885478973389
5,6,0.7247742063709414,0.635966477690229,83.96000000000001,11.67093276977539
6,7,0.6053458098282438,0.5467001025084477,85.68,11.800246953964233
7,8,0.5322629799530196,0.48796525711466554,87.12,12.364137649536133
8,9,0.48366669694116626,0.44723257004835043,87.91,11.54825210571289
9,10,0.44915806756281396,0.41666264328986974,88.59,11.454888820648193
10,1,2.2722555315062434,2.2350915222410945,65.06,11.212082147598267
11,2,2.1743284624014327,2.0816240705502262,67.77,11.410266876220703
12,3,1.908283381192669,1.6627043386933151,70.89,11.708392858505249
13,4,1.3916113905942262,1.1141098084723113,77.66999999999999,11.493192911148071
14,5,0.9571723168465629,0.8000677516505976,81.47999999999999,11.681076765060425
15,6,0.7303076145300733,0.6403559023027967,83.86,11.54797101020813
16,7,0.6080610826452658,0.5477526203082625,85.83,11.579641580581665
17,8,0.5334086746994112,0.48865256036163135,87.15,11.688212871551514
18,9,0.48416780156176736,0.4462455623089128,88.08,11.61166763305664
19,10,0.4493747681125141,0.41730848173047325,88.73,11.734004735946655
20,1,2.273553711773236,2.2371965320246994,65.35,11.470043897628784
21,2,2.1780883455073146,2.0876404965759083,67.42,11.45423150062561
22,3,1.9189420099705776,1.674902057951423,69.69999999999999,11.62732982635498
23,4,1.3986041193831957,1.1141288603187367,76.64999999999999,11.660663843154907
24,5,0.95765299786891,0.7978674704861489,81.10000000000001,11.553351879119873
25,6,0.7305986272500776,0.6375772835342748,84.06,11.62491226196289
26,7,0.6084403219952512,0.5468931446789177,85.78,11.56883692741394
27,8,0.5343533325424072,0.48730318770287145,87.03999999999999,11.604349851608276
28,9,0.48517165156696906,0.447625158983431,87.83999999999999,11.630287170410156
29,10,0.4502183489962173,0.41822540760040283,88.53,11.69495153427124
30,1,2.2755786879484585,2.2402814482427704,65.18,11.599497556686401
31,2,2.1839801840690662,2.098508464302986,66.93,11.51836609840393
32,3,1.9383172084019382,1.7048924022419438,69.43,11.650511026382446
33,4,1.4252794705855567,1.1333809479786332,76.84,11.876312017440796
34,5,0.9639240557959339,0.8009703041641576,81.78999999999999,11.693110466003418
35,6,0.7270522154470497,0.6346425216668731,84.17999999999999,12.779152631759644
36,7,0.6031681682700033,0.5420194883255443,85.89,11.541226387023926
37,8,0.5297000619457729,0.4852749936899562,87.2,11.594644546508789
38,9,0.4816912209619083,0.44655327071809464,87.91,11.51471734046936
39,10,0.44798582752566857,0.4188843732996351,88.58,11.46490216255188
40,1,2.2722497006723366,2.2336654404925693,66.88,11.46487832069397
41,2,2.170274271385502,2.072314543329227,70.81,11.491957187652588
42,3,1.8922464898400215,1.6352275511261765,72.64,11.500287532806396
43,4,1.3598191998025249,1.0828241903311129,77.97,11.516155242919922
44,5,0.933366314815814,0.7807976242842948,81.64,11.549697160720825
45,6,0.7172950987559138,0.628888297043029,84.13000000000001,11.589033603668213
46,7,0.6007587751472937,0.5423083853949408,85.86,11.740238189697266
47,8,0.5299332064352056,0.48610133312310383,87.17,11.583381414413452
48,9,0.4827268191619214,0.44703618973303755,87.92999999999999,11.534780263900757
49,10,0.4485622780409449,0.4186348918896572,88.61,11.626184225082397
50,1,2.2744470397546603,2.2388583748203934,64.49000000000001,11.435099124908447
51,2,2.1807860054695274,2.091919610454778,66.94,11.660776615142822
52,3,1.9269752569798468,1.6871876655870182,69.53,11.701965093612671
53,4,1.412517919850502,1.1268739328262911,76.74,11.591229915618896
54,5,0.9656343667237743,0.8035416234830383,81.03,11.697037935256958
55,6,0.7340584881206565,0.6409594171745762,83.87,11.540097951889038
56,7,0.6107687283235826,0.5497864930872705,85.61999999999999,11.481593608856201
57,8,0.5366338135273472,0.49029844771524905,87.01,11.78987717628479
58,9,0.48743384171015164,0.44881604796951746,87.92999999999999,11.52491545677185
59,10,0.45269924190951816,0.4205053471455908,88.68,11.595832109451294
60,1,2.2722773348598846,2.2351191393129386,63.970000000000006,11.505666971206665
61,2,2.1738228688616235,2.0797577344687883,68.06,11.526458978652954
62,3,1.904539367918775,1.6536395025860733,69.65,11.669525384902954
63,4,1.3791053851148976,1.0979408747071673,77.64,11.673703908920288
64,5,0.9468443820090182,0.7919080318159358,80.95,11.52214002609253
65,6,0.7262633555670028,0.6381750382055902,83.57,11.513054847717285
